"Type","Region","PERIOD","Sales Price Index",
"Apartments","Jung-gu","2025.01 Month","94.5340618",
"Apartments","Jung-gu","2025.02 Month","94.54892334",
"Apartments","Jung-gu","2025.03 Month","94.67986774",
"Apartments","Yongsan-gu","2020.12 Month","97.84706203",
"Apartments","Yongsan-gu","2021.01 Month","98.16340847",
"Apartments","Yongsan-gu","2021.02 Month","98.70384427",
"Apartments","Yongsan-gu","2021.03 Month","98.99043035",
"Apartments","Yongsan-gu","2021.04 Month","99.23356568",
"Apartments","Yongsan-gu","2021.05 Month","99.52158482",
"Apartments","Yongsan-gu","2021.06 Month","100",
"Apartments","Yongsan-gu","2021.07 Month","100.6364259",
"Apartments","Yongsan-gu","2021.08 Month","101.5979949",
"Apartments","Yongsan-gu","2021.09 Month","102.5691646",
"Apartments","Yongsan-gu","2021.10 Month","103.8515842",
"Apartments","Yongsan-gu","2021.11 Month","105.0200617",
"Apartments","Yongsan-gu","2021.12 Month","105.5126518",
"Apartments","Yongsan-gu","2022.01 Month","105.6086572",
"Apartments","Yongsan-gu","2022.02 Month","105.5646493",
"Apartments","Yongsan-gu","2022.03 Month","105.5300535",
"Apartments","Yongsan-gu","2022.04 Month","105.6561928",
"Apartments","Yongsan-gu","2022.05 Month","105.8385297",
"Apartments","Yongsan-gu","2022.06 Month","105.8562507",
"Apartments","Yongsan-gu","2022.07 Month","105.7840688",
"Apartments","Yongsan-gu","2022.08 Month","105.6896139",
"Apartments","Yongsan-gu","2022.09 Month","105.2288066",
"Apartments","Yongsan-gu","2022.10 Month","104.4719221",
"Apartments","Yongsan-gu","2022.11 Month","102.9059801",
"Apartments","Yongsan-gu","2022.12 Month","100.2884569",
"Apartments","Yongsan-gu","2023.01 Month","98.51176471",
"Apartments","Yongsan-gu","2023.02 Month","97.678134",
"Apartments","Yongsan-gu","2023.03 Month","96.97705163",
"Apartments","Yongsan-gu","2023.04 Month","96.78195386",
"Apartments","Yongsan-gu","2023.05 Month","96.92493961",
"Apartments","Yongsan-gu","2023.06 Month","97.02725413",
"Apartments","Yongsan-gu","2023.07 Month","97.32712296",
"Apartments","Yongsan-gu","2023.08 Month","97.99570581",
"Apartments","Yongsan-gu","2023.09 Month","98.68311793",
"Apartments","Yongsan-gu","2023.10 Month","99.2344261",
"Apartments","Yongsan-gu","2023.11 Month","99.57765815",
"Apartments","Yongsan-gu","2023.12 Month","99.56297265",
"Apartments","Yongsan-gu","2024.01 Month","99.50271432",
"Apartments","Yongsan-gu","2024.02 Month","99.3983245",
"Apartments","Yongsan-gu","2024.03 Month","99.45163174",
"Apartments","Yongsan-gu","2024.04 Month","99.74252658",
"Apartments","Yongsan-gu","2024.05 Month","100.1537073",
"Apartments","Yongsan-gu","2024.06 Month","101.0758041",
"Apartments","Yongsan-gu","2024.07 Month","102.6319925",
"Apartments","Yongsan-gu","2024.08 Month","104.1901915",
"Apartments","Yongsan-gu","2024.09 Month","105.271073",
"Apartments","Yongsan-gu","2024.10 Month","106.0294434",
"Apartments","Yongsan-gu","2024.11 Month","106.493595",
"Apartments","Yongsan-gu","2024.12 Month","106.7085724",
"Apartments","Yongsan-gu","2025.01 Month","106.8735516",
"Apartments","Yongsan-gu","2025.02 Month","107.0593415",
"Apartments","Yongsan-gu","2025.03 Month","108.0676687",
"Apartments","Dongbuk-kwon","2020.12 Month","96.5044321",
"Apartments","Dongbuk-kwon","2021.01 Month","96.86662506",
"Apartments","Dongbuk-kwon","2021.02 Month","97.59775812",
"Apartments","Dongbuk-kwon","2021.03 Month","98.10981361",
"Apartments","Dongbuk-kwon","2021.04 Month","98.56869022",
"Apartments","Dongbuk-kwon","2021.05 Month","99.03691692",
"Apartments","Dongbuk-kwon","2021.06 Month","100",
"Apartments","Dongbuk-kwon","2021.07 Month","100.9235828",
"Apartments","Dongbuk-kwon","2021.08 Month","101.9307056",
"Apartments","Dongbuk-kwon","2021.09 Month","102.7305109",
"Apartments","Dongbuk-kwon","2021.10 Month","103.3744708",
"Apartments","Dongbuk-kwon","2021.11 Month","103.7995619",
"Apartments","Dongbuk-kwon","2021.12 Month","103.9607678",
"Apartments","Dongbuk-kwon","2022.01 Month","103.9103872",
"Apartments","Dongbuk-kwon","2022.02 Month","103.8066082",
"Apartments","Dongbuk-kwon","2022.03 Month","103.699677",
"Apartments","Dongbuk-kwon","2022.04 Month","103.6441761",
"Apartments","Dongbuk-kwon","2022.05 Month","103.5731932",
"Apartments","Dongbuk-kwon","2022.06 Month","103.4409613",
"Apartments","Dongbuk-kwon","2022.07 Month","103.0496312",
"Apartments","Dongbuk-kwon","2022.08 Month","102.3552248",
"Apartments","Dongbuk-kwon","2022.09 Month","101.405592",
"Apartments","Dongbuk-kwon","2022.10 Month","100.0011004",
"Apartments","Dongbuk-kwon","2022.11 Month","97.44559368",
"Apartments","Dongbuk-kwon","2022.12 Month","93.68758324",
"Apartments","Dongbuk-kwon","2023.01 Month","91.78822812",
"Apartments","Dongbuk-kwon","2023.02 Month","90.87725702",
"Apartments","Dongbuk-kwon","2023.03 Month","90.1106658",
"Apartments","Dongbuk-kwon","2023.04 Month","89.6409134",
"Apartments","Dongbuk-kwon","2023.05 Month","89.50614453",
"Apartments","Dongbuk-kwon","2023.06 Month","89.48665685",
"Apartments","Dongbuk-kwon","2023.07 Month","89.62042339",
"Apartments","Dongbuk-kwon","2023.08 Month","89.95668306",
"Apartments","Dongbuk-kwon","2023.09 Month","90.31380079",
"Apartments","Dongbuk-kwon","2023.10 Month","90.56489198",
"Apartments","Dongbuk-kwon","2023.11 Month","90.6498429",
"Apartments","Dongbuk-kwon","2023.12 Month","90.54395437",
"Apartments","Dongbuk-kwon","2024.01 Month","90.3866136",
"Apartments","Dongbuk-kwon","2024.02 Month","90.22260772",
"Apartments","Dongbuk-kwon","2024.03 Month","90.15996735",
"Apartments","Dongbuk-kwon","2024.04 Month","90.19054518",
"Apartments","Dongbuk-kwon","2024.05 Month","90.29712211",
"Apartments","Dongbuk-kwon","2024.06 Month","90.68561501",
"Apartments","Dongbuk-kwon","2024.07 Month","91.44311204",
"Apartments","Dongbuk-kwon","2024.08 Month","92.36400832",
"Apartments","Dongbuk-kwon","2024.09 Month","93.0020506",
"Apartments","Dongbuk-kwon","2024.10 Month","93.3303265",
"Apartments","Dongbuk-kwon","2024.11 Month","93.50610432",
"Apartments","Dongbuk-kwon","2024.12 Month","93.54077747",
"Apartments","Dongbuk-kwon","2025.01 Month","93.49307237",
"Apartments","Dongbuk-kwon","2025.02 Month","93.46812063",
"Apartments","Dongbuk-kwon","2025.03 Month","93.65693313",
"Apartments","Seongdong-gu","2020.12 Month","97.69964798",
"Apartments","Seongdong-gu","2021.01 Month","98.06294893",
"Apartments","Seongdong-gu","2021.02 Month","98.73684133",
"Apartments","Seongdong-gu","2021.03 Month","99.10695285",
"Apartments","Seongdong-gu","2021.04 Month","99.31202677",
"Apartments","Seongdong-gu","2021.05 Month","99.53748485",
"Apartments","Seongdong-gu","2021.06 Month","100",
"Apartments","Seongdong-gu","2021.07 Month","100.4641964",
"Apartments","Seongdong-gu","2021.08 Month","101.0106213",
"Apartments","Seongdong-gu","2021.09 Month","101.4769665",
"Apartments","Seongdong-gu","2021.10 Month","101.8807322",
"Apartments","Seongdong-gu","2021.11 Month","102.1526325",
"Apartments","Seongdong-gu","2021.12 Month","102.2495142",
"Apartments","Seongdong-gu","2022.01 Month","102.2508703",
"Apartments","Seongdong-gu","2022.02 Month","102.2074212",
"Apartments","Seongdong-gu","2022.03 Month","102.1450485",
"Apartments","Seongdong-gu","2022.04 Month","102.1119408",
"Apartments","Seongdong-gu","2022.05 Month","102.0710194",
"Apartments","Seongdong-gu","2022.06 Month","102.0339114",
"Apartments","Seongdong-gu","2022.07 Month","101.9580904",
"Apartments","Seongdong-gu","2022.08 Month","101.8341113",
"Apartments","Seongdong-gu","2022.09 Month","101.560047",
"Apartments","Seongdong-gu","2022.10 Month","100.9250829",
"Apartments","Seongdong-gu","2022.11 Month","99.54699909",
"Apartments","Seongdong-gu","2022.12 Month","97.63890037",
"Apartments","Seongdong-gu","2023.01 Month","96.49502569",
"Apartments","Seongdong-gu","2023.02 Month","95.63992384",
"Apartments","Seongdong-gu","2023.03 Month","94.86597955",
"Apartments","Seongdong-gu","2023.04 Month","94.41946779",
"Apartments","Seongdong-gu","2023.05 Month","94.40127115",
"Apartments","Seongdong-gu","2023.06 Month","94.45869615",
"Apartments","Seongdong-gu","2023.07 Month","94.873807",
"Apartments","Seongdong-gu","2023.08 Month","95.85942013",
"Apartments","Seongdong-gu","2023.09 Month","96.57955131",
"Apartments","Seongdong-gu","2023.10 Month","97.13806448",
"Apartments","Seongdong-gu","2023.11 Month","97.47451247",
"Apartments","Seongdong-gu","2023.12 Month","97.63596352",
"Apartments","Seongdong-gu","2024.01 Month","97.51001944",
"Apartments","Seongdong-gu","2024.02 Month","97.27365943",
"Apartments","Seongdong-gu","2024.03 Month","97.26853635",
"Apartments","Seongdong-gu","2024.04 Month","97.5561794",
"Apartments","Seongdong-gu","2024.05 Month","98.1924136",
"Apartments","Seongdong-gu","2024.06 Month","99.41081481",
"Apartments","Seongdong-gu","2024.07 Month","101.8732439",
"Apartments","Seongdong-gu","2024.08 Month","104.5120048",
"Apartments","Seongdong-gu","2024.09 Month","105.7321745",
"Apartments","Seongdong-gu","2024.10 Month","106.4278286",
"Apartments","Seongdong-gu","2024.11 Month","106.8924666",
"Apartments","Seongdong-gu","2024.12 Month","107.0101489",
"Apartments","Seongdong-gu","2025.01 Month","107.109814",
"Apartments","Seongdong-gu","2025.02 Month","107.2261318",
"Apartments","Seongdong-gu","2025.03 Month","108.4471718",
"Apartments","Gwangjin-gu","2020.12 Month","97.42462115",
"Apartments","Gwangjin-gu","2021.01 Month","97.79495878",
"Apartments","Gwangjin-gu","2021.02 Month","98.56473546",
"Apartments","Gwangjin-gu","2021.03 Month","99.05061942",
"Apartments","Gwangjin-gu","2021.04 Month","99.36192535",
"Apartments","Gwangjin-gu","2021.05 Month","99.62281442",
"Apartments","Gwangjin-gu","2021.06 Month","100",
"Apartments","Gwangjin-gu","2021.07 Month","100.5329133",
"Apartments","Gwangjin-gu","2021.08 Month","101.0516571",
"Apartments","Gwangjin-gu","2021.09 Month","101.3700447",
"Apartments","Gwangjin-gu","2021.10 Month","101.6958626",
"Apartments","Gwangjin-gu","2021.11 Month","101.923633",
"Apartments","Gwangjin-gu","2021.12 Month","102.0132468",
"Apartments","Gwangjin-gu","2022.01 Month","101.9997779",
"Apartments","Gwangjin-gu","2022.02 Month","101.9561041",
"Apartments","Gwangjin-gu","2022.03 Month","101.9040483",
"Apartments","Gwangjin-gu","2022.04 Month","101.8563819",
"Apartments","Gwangjin-gu","2022.05 Month","101.8392741",
"Apartments","Gwangjin-gu","2022.06 Month","101.750758",
"Apartments","Gwangjin-gu","2022.07 Month","101.6205496",
"Apartments","Gwangjin-gu","2022.08 Month","101.4243423",
"Apartments","Gwangjin-gu","2022.09 Month","101.1742202",
"Apartments","Gwangjin-gu","2022.10 Month","100.6134361",
"Apartments","Gwangjin-gu","2022.11 Month","99.29888191",
"Apartments","Gwangjin-gu","2022.12 Month","97.0909613",
"Apartments","Gwangjin-gu","2023.01 Month","95.67343412",
"Apartments","Gwangjin-gu","2023.02 Month","94.40816465",
"Apartments","Gwangjin-gu","2023.03 Month","93.03508936",
"Apartments","Gwangjin-gu","2023.04 Month","92.22564805",
"Apartments","Gwangjin-gu","2023.05 Month","91.76294815",
"Apartments","Gwangjin-gu","2023.06 Month","91.79223733",
"Apartments","Gwangjin-gu","2023.07 Month","92.05153961",
"Apartments","Gwangjin-gu","2023.08 Month","92.534341",
"Apartments","Gwangjin-gu","2023.09 Month","92.97402149",
"Apartments","Gwangjin-gu","2023.10 Month","93.45003618",
"Apartments","Gwangjin-gu","2023.11 Month","93.70822509",
"Apartments","Gwangjin-gu","2023.12 Month","93.68060886",
"Apartments","Gwangjin-gu","2024.01 Month","93.62948101",
"Apartments","Gwangjin-gu","2024.02 Month","93.63327965",
"Apartments","Gwangjin-gu","2024.03 Month","93.72988086",
"Apartments","Gwangjin-gu","2024.04 Month","93.85879476",
"Apartments","Gwangjin-gu","2024.05 Month","94.0423402",
"Apartments","Gwangjin-gu","2024.06 Month","94.83439522",
"Apartments","Gwangjin-gu","2024.07 Month","96.01772593",
"Apartments","Gwangjin-gu","2024.08 Month","97.5556298",
"Apartments","Gwangjin-gu","2024.09 Month","98.72426982",
"Apartments","Gwangjin-gu","2024.10 Month","99.25959165",
"Apartments","Gwangjin-gu","2024.11 Month","99.47940195",
"Apartments","Gwangjin-gu","2024.12 Month","99.67650844",
"Apartments","Gwangjin-gu","2025.01 Month","99.79310845",
"Apartments","Gwangjin-gu","2025.02 Month","99.94938916",
"Apartments","Gwangjin-gu","2025.03 Month","100.6552393",
"Apartments","Dongdaemun-gu","2020.12 Month","97.4159619",
"Apartments","Dongdaemun-gu","2021.01 Month","97.77108865",
"Apartments","Dongdaemun-gu","2021.02 Month","98.57239093",
"Apartments","Dongdaemun-gu","2021.03 Month","98.97760033",
"Apartments","Dongdaemun-gu","2021.04 Month","99.25842045",
"Apartments","Dongdaemun-gu","2021.05 Month","99.5276586",
"Apartments","Dongdaemun-gu","2021.06 Month","100",
"Apartments","Dongdaemun-gu","2021.07 Month","100.5190034",
"Apartments","Dongdaemun-gu","2021.08 Month","101.1444933",
"Apartments","Dongdaemun-gu","2021.09 Month","101.7740708",
"Apartments","Dongdaemun-gu","2021.10 Month","102.2302544",
"Apartments","Dongdaemun-gu","2021.11 Month","102.4223168",
"Apartments","Dongdaemun-gu","2021.12 Month","102.5415845",
"Apartments","Dongdaemun-gu","2022.01 Month","102.516813",
"Apartments","Dongdaemun-gu","2022.02 Month","102.4747139",
"Apartments","Dongdaemun-gu","2022.03 Month","102.4151081",
"Apartments","Dongdaemun-gu","2022.04 Month","102.4029202",
"Apartments","Dongdaemun-gu","2022.05 Month","102.3880508",
"Apartments","Dongdaemun-gu","2022.06 Month","102.2831416",
"Apartments","Dongdaemun-gu","2022.07 Month","102.0254227",
"Apartments","Dongdaemun-gu","2022.08 Month","101.5326118",
"Apartments","Dongdaemun-gu","2022.09 Month","100.907058",
"Apartments","Dongdaemun-gu","2022.10 Month","99.85076965",
"Apartments","Dongdaemun-gu","2022.11 Month","97.70151864",
"Apartments","Dongdaemun-gu","2022.12 Month","94.32225757",
"Apartments","Dongdaemun-gu","2023.01 Month","92.45185941",
"Apartments","Dongdaemun-gu","2023.02 Month","91.31818494",
"Apartments","Dongdaemun-gu","2023.03 Month","90.3787661",
"Apartments","Dongdaemun-gu","2023.04 Month","89.83603665",
"Apartments","Dongdaemun-gu","2023.05 Month","89.59591367",
"Apartments","Dongdaemun-gu","2023.06 Month","89.56353726",
"Apartments","Dongdaemun-gu","2023.07 Month","89.77176663",
"Apartments","Dongdaemun-gu","2023.08 Month","90.43105763",
"Apartments","Dongdaemun-gu","2023.09 Month","91.07857513",
"Apartments","Dongdaemun-gu","2023.10 Month","91.57604218",
"Apartments","Dongdaemun-gu","2023.11 Month","91.8610166",
"Apartments","Dongdaemun-gu","2023.12 Month","91.82903812",
"Apartments","Dongdaemun-gu","2024.01 Month","91.73739292",
"Apartments","Dongdaemun-gu","2024.02 Month","91.5792395",
"Apartments","Dongdaemun-gu","2024.03 Month","91.54211537",
"Apartments","Dongdaemun-gu","2024.04 Month","91.55278284",
"Apartments","Dongdaemun-gu","2024.05 Month","91.64066667",
"Apartments","Dongdaemun-gu","2024.06 Month","92.09289251",
"Apartments","Dongdaemun-gu","2024.07 Month","92.98913593",
"Apartments","Dongdaemun-gu","2024.08 Month","93.88796053",
"Apartments","Dongdaemun-gu","2024.09 Month","94.4899555",
"Apartments","Dongdaemun-gu","2024.10 Month","94.77293483",
"Apartments","Dongdaemun-gu","2024.11 Month","94.86633444",
"Apartments","Dongdaemun-gu","2024.12 Month","94.85866889",
"Apartments","Dongdaemun-gu","2025.01 Month","94.78931789",
"Apartments","Dongdaemun-gu","2025.02 Month","94.72518977",
"Apartments","Dongdaemun-gu","2025.03 Month","94.77495058",
"Apartments","Jungnang-gu","2020.12 Month","97.8220077",
"Apartments","Jungnang-gu","2021.01 Month","98.15687712",
"Apartments","Jungnang-gu","2021.02 Month","98.58298201",
"Apartments","Jungnang-gu","2021.03 Month","98.94223145",
"Apartments","Jungnang-gu","2021.04 Month","99.25235542",
"Apartments","Jungnang-gu","2021.05 Month","99.49450466",
"Apartments","Jungnang-gu","2021.06 Month","100",
"Apartments","Jungnang-gu","2021.07 Month","100.8091495",
"Apartments","Jungnang-gu","2021.08 Month","101.7739118",
"Apartments","Jungnang-gu","2021.09 Month","102.5530788",
"Apartments","Jungnang-gu","2021.10 Month","102.9800425",
"Apartments","Jungnang-gu","2021.11 Month","103.3677261",
"Apartments","Jungnang-gu","2021.12 Month","103.5576207",
"Apartments","Jungnang-gu","2022.01 Month","103.6076727",
"Apartments","Jungnang-gu","2022.02 Month","103.6331249",
"Apartments","Jungnang-gu","2022.03 Month","103.5730809",
"Apartments","Jungnang-gu","2022.04 Month","103.5457344",
"Apartments","Jungnang-gu","2022.05 Month","103.5424806",
"Apartments","Jungnang-gu","2022.06 Month","103.4652319",
"Apartments","Jungnang-gu","2022.07 Month","103.2688371",
"Apartments","Jungnang-gu","2022.08 Month","102.8344201",
"Apartments","Jungnang-gu","2022.09 Month","102.1075061",
"Apartments","Jungnang-gu","2022.10 Month","100.9876248",
"Apartments","Jungnang-gu","2022.11 Month","98.8353968",
"Apartments","Jungnang-gu","2022.12 Month","95.6684731",
